id,revenue_all features,revenue_without cast,revenue_without crew,revenue_sparse features,revenue_no budget,real_revenue
2533,671701760.0,487494400.0,581556740.0,705870800.0,384987940.0,1021103568
2534,1856519.5,1408615.0,1632695.0,3108012.5,1183425.8,2019009
2535,76634376.0,63544250.0,59526704.0,110242420.0,28555288.0,54249294
2536,243647620.0,211881020.0,266816820.0,170709340.0,275115900.0,214104620
2538,2526699.8,1797440.0,2496636.5,34907748.0,1271128.1,4811525
2539,10004537.0,14403511.0,13299694.0,3964835.0,7897441.5,15000000
2541,466667.88,418494.66,431903.9,76777.516,3115526.5,3623330
2542,160141310.0,97201976.0,106353070.0,58971496.0,25822512.0,88058786
2543,10403469.0,15882198.0,34690376.0,316054.9,19678368.0,34705850
2545,68110250.0,61870830.0,82241464.0,49991500.0,21776444.0,42792561
2546,40631100.0,19082172.0,66657212.0,31399376.0,16251051.0,50548152
2547,23593468.0,48648170.0,43707110.0,17752648.0,30396944.0,87000000
2548,200337260.0,112591210.0,171718100.0,455747940.0,62849228.0,585349010
2552,95868370.0,57422336.0,83145060.0,24578804.0,56536076.0,23619609
2553,53181076.0,73623250.0,48059764.0,41902244.0,11285280.0,250200000
2554,15478316.0,22666044.0,46686970.0,16521048.0,7852141.5,3721911
2558,6894245.0,7283135.0,7811890.0,2535790.8,3573519.2,7011317
2559,37235940.0,35818404.0,49940040.0,82572790.0,39010356.0,48428063
2560,10080811.0,10364768.0,9431183.0,1947626.2,7564766.5,38862717
2562,14722907.0,15561616.0,11090141.0,19065400.0,13333984.0,17000000
2563,972072100.0,840680800.0,792967600.0,550621600.0,497865630.0,1028570889
2564,9209775.0,17266684.0,6666702.0,2909378.8,6407301.0,17000000
2565,88723300.0,29267100.0,120971190.0,39794108.0,54076184.0,18317151
2566,28461164.0,48185604.0,40189764.0,5875645.0,32770408.0,21567853
2567,900194.44,578727.1,661633.56,1709043.9,1695312.2,2899975
2568,5221782.0,1978536.6,2646108.2,3467840.5,3325002.0,41000000
2570,12825172.0,4367329.0,8099263.5,11622124.0,3714281.2,7242035
2571,96454740.0,59187064.0,116238600.0,318126900.0,11349066.0,305875730
2573,42238216.0,28454868.0,59982020.0,108640344.0,8750062.0,278300000
2574,349182.7,381948.8,154521.55,134058.86,846965.94,8690429
2575,8273544.0,8685894.0,11693567.0,13245974.0,7941284.0,3251794
2576,97055.305,147035.14,64300.65,214744.8,239856.94,1000000
2577,438783.66,214632.8,1043302.3,78850.23,343894.34,187716
2579,4397986.5,2683120.0,3850113.0,1161697.9,682356.9,2200000
2580,45129716.0,6036883.0,39604350.0,28979972.0,3920512.2,67192859
2581,915229.8,276291.62,680105.75,400358.75,2480022.8,45431
2582,35160940.0,33421848.0,44189772.0,4820703.5,15230531.0,32556119
2585,25396048.0,22513300.0,22848432.0,8423347.0,21723840.0,47000000
2588,29692176.0,61309308.0,43709696.0,31808852.0,33197384.0,41480851
2589,28447052.0,6431483.0,4267388.5,32494.283,42372892.0,3897569
2590,50848828.0,28762732.0,70738670.0,135843570.0,18650908.0,68915888
2592,53293788.0,49642124.0,80857470.0,106158110.0,34120840.0,40263020
2594,13302890.0,11472249.0,23691188.0,12371380.0,2209506.5,2438031
2596,31252512.0,15978334.0,19259476.0,11185034.0,43234176.0,75781642
2597,1710658.1,970637.5,2085920.2,1110343.9,4045059.2,840000
2598,33385784.0,16817264.0,18823272.0,6948542.5,23733748.0,16757163
2600,174940350.0,138361760.0,121310380.0,24604976.0,53654948.0,250649836
2602,134822160.0,70734490.0,180784700.0,31250604.0,92893820.0,106269971
2604,270391230.0,172221920.0,177381360.0,44791924.0,115630060.0,162000000
2605,32138716.0,27522228.0,35417788.0,21580576.0,21330864.0,14166853
2607,65095340.0,85138380.0,73133256.0,64277344.0,57031790.0,176885658
2608,1786616.9,2177526.0,5031100.5,2745975.8,1280007.1,25900
2609,8171323.0,5193201.0,10481186.0,5104201.5,7059029.5,7060876
2610,1421734.6,1584281.9,924005.2,187972.33,7685609.0,3919254
2611,526128.0,87421.47,214246.69,207079.69,4202475.0,11083449
2612,37511884.0,31573716.0,60072012.0,22478804.0,10584951.0,84431625
2613,108564530.0,37640176.0,110481750.0,46255840.0,174633310.0,130786397
2614,23031852.0,13125757.0,31785804.0,29678248.0,4920975.5,8888143
2615,36591240.0,53441384.0,31687620.0,38998972.0,40307830.0,72700000
2617,25479112.0,19820076.0,14053279.0,17701928.0,23542400.0,57915972
2618,118666700.0,84844970.0,61084850.0,23545860.0,82453340.0,611899420
2619,38296636.0,23659576.0,36400300.0,9601306.0,100175850.0,327803731
2620,6440174.0,6797510.0,4868415.0,3504184.0,12635106.0,19985196
2621,25348960.0,14358581.0,67149520.0,7509140.0,14783745.0,100000000
2622,38392080.0,36038450.0,39219028.0,25113824.0,9552552.0,28733290
2624,41179184.0,124257784.0,374632830.0,623468400.0,46594892.0,90024292
2625,8879502.0,6684171.0,22048020.0,2582133.0,45222948.0,252434250
2627,15775834.0,19927844.0,28259936.0,57839490.0,7670671.0,55987321
2628,1096073.4,2635266.8,1124696.2,168583.36,6182201.0,62882090
2629,3858567.2,3192160.0,7373246.5,147984.28,8753250.0,1185783
2631,1264789.4,820485.6,1743501.5,383969.94,3790928.8,17986781
2632,213121700.0,132337080.0,191181760.0,221297230.0,74267656.0,130482868
2633,21392144.0,35282668.0,27998012.0,46101964.0,37052024.0,33463969
2634,40682204.0,24079924.0,68798060.0,24638508.0,26554440.0,37664855
2636,2812800.2,734806.8,3002637.2,23788720.0,1629596.4,22424195
2637,28977928.0,18826180.0,69540824.0,97678680.0,5924383.5,67918658
2639,225742860.0,277185900.0,340392800.0,110739144.0,394002660.0,188441614
2640,239983230.0,183867870.0,229496450.0,74775380.0,93250640.0,67112664
2643,104826110.0,80390750.0,182637180.0,46800108.0,14251354.0,98159963
2644,67961790.0,116104330.0,84355390.0,85414240.0,30718028.0,100076342
2645,322378880.0,202578580.0,397373200.0,67459800.0,147972110.0,121214377
2648,679690900.0,537509500.0,351755140.0,370842850.0,609302340.0,694713380
2649,200070350.0,158502190.0,364574340.0,71181790.0,41902164.0,156974557
2650,546408.25,568518.3,499932.6,936740.94,1838400.5,2620000
2651,10543744.0,12259078.0,6986397.0,1777543.1,42222108.0,8900000
2653,6050658.5,5076003.0,7578110.0,2022514.6,3255448.8,11000000
2654,28715260.0,19596004.0,49624136.0,3460282.0,16477745.0,54215416
2657,55059396.0,44200730.0,59256416.0,22376524.0,14130096.0,180274123
2658,12464677.0,17985356.0,10059242.0,19536184.0,15370875.0,27500000
2660,10310584.0,6268995.5,14483568.0,14760416.0,12978604.0,25754284
2661,31311340.0,28971184.0,35948030.0,6003200.0,47475030.0,30471420
2662,32754224.0,49279390.0,29007676.0,6261939.0,71610890.0,100525432
2663,1366482.8,913751.56,1219935.0,84098.19,5828358.5,500000
2664,132582910.0,103746240.0,72812856.0,88000440.0,52654310.0,107597242
2665,90909976.0,55110356.0,87222410.0,22753972.0,25698056.0,55707411
2667,91732104.0,65561108.0,95168220.0,59222068.0,85931910.0,54674226
2668,56447504.0,30085528.0,32891204.0,56980904.0,53645430.0,106371651
2669,5006422.5,1392641.0,4047158.2,12001438.0,4887795.5,148868835
2670,157219540.0,92034770.0,124245700.0,32692060.0,83608300.0,346079773
2673,26703660.0,33072188.0,56658708.0,43766924.0,15946609.0,30536013
2675,9774460.0,9043140.0,18952640.0,7820649.0,2823618.0,2295423
2676,7009201.0,14685522.0,37689600.0,1360930.8,23403700.0,1862805
2680,85763590.0,50533730.0,64778268.0,12721774.0,60605784.0,23057115
2681,695409.9,281462.5,762446.25,584350.1,484760.16,966878
2682,3135685.8,2283299.0,3251775.0,1200427.2,2118760.8,1702394
2683,13868640.0,11624696.0,15182934.0,3163674.8,11007804.0,4000000
2684,86534060.0,51447628.0,66538570.0,13242235.0,25396192.0,57469467
2686,12732261.0,12119375.0,21360748.0,1030885.94,10077505.0,17092453
2688,3822797.0,1622976.9,3679494.2,753391.06,5536116.5,390659
2689,6091656.5,11677185.0,6287520.5,364812.4,6548957.5,2627209
2690,101453200.0,88786610.0,140676880.0,140304420.0,40102240.0,71485043
2691,23580060.0,22266468.0,36473550.0,71579340.0,7140223.5,69055695
2692,8163728.5,2100184.2,12941698.0,41007064.0,5877864.5,13555988
2693,73265060.0,47441990.0,67695800.0,17719056.0,56336180.0,40903593
2694,2783332.8,698509.25,5037385.0,179858.06,10143495.0,33456317
2696,1804044.8,1571717.5,3278323.0,20435704.0,1340152.2,10000000
2697,13803510.0,13221590.0,16884696.0,1554863.4,13816047.0,27400000
2698,2375172.5,4415317.5,4562566.0,1934212.1,3514562.2,11000000
2699,8461333.0,13953973.0,16404397.0,4752360.5,11420856.0,2387127
2701,96964584.0,29656068.0,42471604.0,39998428.0,13146804.0,27409889
2702,1029141.4,729137.9,1755802.4,19401944.0,3123106.5,6892098
2703,26627420.0,7048582.5,13672729.0,71303680.0,1936402.9,34742066
2704,19357772.0,25587420.0,56509660.0,14146599.0,46274636.0,10571408
2705,10173605.0,1294506.4,6146218.0,4142426.8,4312247.0,16093651
2706,9868574.0,6422375.0,17420076.0,67794390.0,962635.8,5410749
2707,104784340.0,119493896.0,120222480.0,51047744.0,46910656.0,97838349
2708,15586420.0,8651486.0,9664233.0,15328598.0,3676593.5,17292381
2710,235848860.0,226259280.0,226147100.0,90085770.0,101637200.0,165333180
2712,7316683.5,5794976.5,6388197.5,24506388.0,4099690.5,51000000
2713,53173670.0,22168452.0,49354736.0,31535380.0,49943564.0,18564088
2714,79651890.0,68435410.0,122681140.0,18882352.0,40355140.0,57059003
2715,5334719.5,5067301.5,7036527.0,4819076.0,3784661.2,216166
2716,21247500.0,24394228.0,26103884.0,80595560.0,3810298.2,68696770
2718,27769428.0,43367892.0,21974508.0,8181577.0,35409684.0,110996879
2720,87763090.0,82784900.0,134961360.0,88765950.0,50409736.0,94061311
2721,12073255.0,3541492.2,7884708.5,15319771.0,10483745.0,35150960
2722,2473503.8,434565.53,3161234.8,6296641.5,389924.0,123509
2723,443179.7,651310.06,1329193.1,128218.195,575431.6,603943
2724,20712868.0,3206634.8,8907695.0,47052420.0,1049137.2,3566637
2725,27928356.0,9309650.0,17718752.0,18479840.0,11963408.0,32721635
2727,56968190.0,54842964.0,99791960.0,57986068.0,31643532.0,38058335
2728,1481513.2,1262777.9,1767148.1,125570.68,2082092.4,171760
2730,170715540.0,123820810.0,251172850.0,374210050.0,51966976.0,498814908
2731,4666080.5,5631465.5,5540865.0,861398.9,7288951.0,116700000
2732,30805804.0,19735916.0,57041908.0,29299664.0,16725647.0,278019771
2733,1431511.4,400099.22,1146330.0,1128960.4,440771.22,485772
2734,27290188.0,12927882.0,13004672.0,31618372.0,12302177.0,48093211
2735,126627620.0,55684944.0,96698070.0,15412209.0,172516830.0,97552050
2736,509510.5,800928.2,768678.4,3453056.0,167047.12,11657385
2738,787932000.0,365419500.0,894944500.0,511982270.0,281898050.0,880674609
2739,171941620.0,150270510.0,226980690.0,341717250.0,72075280.0,186053725
2740,470425730.0,311918460.0,442483260.0,91733336.0,396106430.0,631442092
2741,60569960.0,159642380.0,106314744.0,169826660.0,166371410.0,162360636
2742,6677882.0,6810345.0,3405375.0,656103.5,4403820.0,2725258
2743,40030940.0,18797836.0,34931924.0,22199296.0,12240830.0,100914445
2744,37556344.0,40289384.0,34413124.0,55729144.0,32246848.0,55495563
2745,14110866.0,31890864.0,29692176.0,10559040.0,48443350.0,35424826
2747,46852800.0,50238784.0,57170764.0,45090224.0,11197244.0,49627779
2749,142768820.0,131433510.0,92934584.0,99608456.0,55576820.0,189015611
2751,3170848.5,9259887.0,5849909.0,888761.3,11350992.0,14980005
2753,5533414.0,7893774.5,3366185.8,1717990.8,2984824.8,3221568
2754,35240970.0,27119632.0,44190444.0,8956368.0,41113416.0,22921898
2756,73869820.0,48899624.0,64990016.0,61463276.0,34529172.0,24332324
2757,48838852.0,38494810.0,79103816.0,8838897.0,35960788.0,41597830
2759,371570.53,533290.7,652709.1,400436.66,1999897.4,834332
2761,23710308.0,7765881.0,20761124.0,5690343.0,10886659.0,13380561
2762,530839.9,694052.94,646690.3,28097.625,1825353.9,48298
2763,74543690.0,48336104.0,82727760.0,10475190.0,32695176.0,22540359
2764,13669861.0,26320364.0,28817972.0,45927224.0,9543374.0,27053815
2765,1410180.9,523195.9,1450089.6,73153.63,911072.4,1268395
2767,117318200.0,42503696.0,76475500.0,22205352.0,138088110.0,152500343
2768,52318650.0,30347588.0,51063036.0,50655610.0,19791180.0,136150434
2769,330708.25,197834.73,571015.1,74212.45,239573.23,111300
2770,14360882.0,16326983.0,21586504.0,10116522.0,42261588.0,42333295
2771,1115019900.0,581351550.0,1044611140.0,760218000.0,755762200.0,1405403694
2773,113867784.0,87764430.0,120892300.0,49540440.0,41058796.0,3324330
2774,85615180.0,55144316.0,72747470.0,29386468.0,48655224.0,116672912
2775,41379564.0,44980532.0,37562430.0,25398760.0,35521840.0,6700000
2777,25782500.0,23777108.0,44315110.0,13400733.0,19122248.0,7563728
2778,47635580.0,36454424.0,46567884.0,18679212.0,21463992.0,17300889
2779,88303760.0,133023400.0,120273624.0,68341880.0,50236964.0,190320568
2780,44921630.0,36669840.0,46580410.0,26435832.0,37324684.0,56422687
2781,26536972.0,12985463.0,17857072.0,78791660.0,5915119.0,64350171
2782,331915.88,170746.84,113131.98,62488.223,412522.7,13674
2783,76344050.0,61486844.0,77998130.0,26141704.0,68258376.0,77745568
2784,58532224.0,49997508.0,66273724.0,41465050.0,48164744.0,102244770
2785,19826012.0,11634189.0,28510988.0,47987036.0,22697016.0,34967437
2787,333930.72,144044.97,331954.5,76272.7,588824.9,101236
2788,151745760.0,91841176.0,126733690.0,108012230.0,65232184.0,157107755
2791,110194904.0,93846950.0,73576504.0,66850484.0,37839930.0,145896422
2792,4147039.5,8030519.0,5191760.0,983984.06,33929524.0,4630045
2793,141077800.0,88265540.0,204980200.0,82516744.0,68269060.0,77628265
2794,359237200.0,239366100.0,378288350.0,93284790.0,204497140.0,217022588
2795,8161027.5,4474040.5,8517625.0,17491656.0,7457350.0,43528634
2796,6685490.5,7596214.0,13065610.0,6452949.5,7763289.0,4069090
2797,8114107.0,12112835.0,9507455.0,12957753.0,2865620.0,6775121
2798,8530559.0,8825227.0,3988575.8,2645661.8,4996339.5,8200000
2800,278398700.0,281083040.0,306159740.0,55150210.0,236488980.0,134748021
2801,11311355.0,6688079.5,13757197.0,4890066.5,25380892.0,91354215
2803,241080640.0,220942540.0,248137730.0,148618420.0,546818240.0,876688482
2805,2034652.2,2042438.5,2248088.5,195063.14,7056351.0,2040920
2806,7882498.0,4524069.0,3997719.2,4860491.5,4248486.0,2275557
2807,223604510.0,69887340.0,143252430.0,68345010.0,47648664.0,86369815
2808,4105305.0,6140558.5,17894852.0,4237649.5,8729425.0,22175908
2809,9945424.0,17474516.0,13589273.0,4555596.5,9135368.0,70136369
2810,34139068.0,44945628.0,30481536.0,20128744.0,2256732.2,9771658
2812,8755922.0,3166071.2,7087381.0,5876441.0,5822369.5,186702
2813,3322355.2,1231491.0,803949.44,388184.6,1069256.4,282358
2814,13366271.0,7937309.0,6363486.5,1051948.5,10593737.0,18340000
2816,56485200.0,44461244.0,50485268.0,14459306.0,126826780.0,86175291
2817,130102.664,289680.72,813979.44,140048.94,1759414.5,2891288
2821,2227507.0,406249.53,1216866.2,30171.402,10406129.0,500000
2822,4773905.5,5978951.5,3222551.8,2070753.6,6738163.0,21722776
2823,18655888.0,25009760.0,21099408.0,34052380.0,17818900.0,41637263
2826,63449176.0,40523290.0,53254972.0,26722512.0,13675885.0,100000000
2827,7245559.0,4883015.5,5268883.5,250480.88,19539016.0,7412216
2829,11713233.0,2825115.5,7724819.5,16952784.0,2496127.0,56000000
2830,2660800.5,2111311.8,2838743.5,2071699.8,1606170.4,2033165
2832,5182826.0,3646632.2,8916075.0,8360163.5,2777245.0,19265302
2833,51246956.0,26234308.0,22288052.0,6392360.0,32164904.0,123384128
2835,79577784.0,72688800.0,44704270.0,72576860.0,41415252.0,266728738
2836,61025576.0,16239215.0,37317210.0,10808038.0,23517764.0,21409028
2837,7017735.5,10088679.0,11924361.0,15337284.0,23925552.0,3878993
2838,10793165.0,2209793.0,12045607.0,19823516.0,2271070.2,51029361
2839,16033867.0,16071098.0,17471352.0,3641377.8,85131240.0,25442939
2840,136685390.0,155482740.0,211163300.0,54167850.0,90005050.0,250288523
2842,146546960.0,77046210.0,150997400.0,56297830.0,55535916.0,153518974
2843,8255778.0,2059319.5,6961111.5,12684969.0,8424424.0,17297244
2844,55875064.0,88415660.0,66372268.0,69936420.0,13753944.0,90565421
2845,10644251.0,16946836.0,13664100.0,23081460.0,3452756.2,6614280
2847,32406728.0,25718404.0,51650860.0,46613650.0,6037234.5,260696994
2849,65359464.0,101231880.0,91722310.0,74719340.0,60663380.0,67347013
2850,55592296.0,16918996.0,40569070.0,14167905.0,4413309.5,16810383
2852,56370468.0,92532900.0,83740616.0,39027324.0,41695200.0,12303411
2856,372642.25,432727.66,995888.75,81212.23,364774.84,48482
2857,76180696.0,68103496.0,147143540.0,47000036.0,6361363.0,24186232
2858,8946124.0,5598554.5,5805658.0,5738408.5,3039384.8,6500000
2859,708425400.0,632386200.0,563811460.0,258603780.0,339348480.0,461983149
2860,6506302.5,5597246.5,19981396.0,644084.94,7211483.5,25034000
2861,64462616.0,18729908.0,50055236.0,5611346.0,33588260.0,77737889
2862,76402750.0,79283720.0,74186820.0,6529351.0,23153596.0,102825796
2863,611633.8,749861.5,1895974.5,849204.7,1981501.2,1268793
2864,19852956.0,34041732.0,56656868.0,22480348.0,11835289.0,8434146
2865,1269687.5,310780.62,709070.8,1253969.2,581361.9,100
2866,10824171.0,4537909.5,3839446.8,6061684.0,1841829.5,8927600
2867,648725200.0,275967800.0,923943230.0,59057830.0,131451064.0,457363168
2868,765754.56,481104.25,482142.28,280828.7,771477.2,1000000
2869,406094.6,1062134.0,397821.28,5121477.0,2181063.5,143451
2870,16315963.0,14067332.0,25742452.0,7559278.0,13067180.0,54837234
2871,177258930.0,122903400.0,179540750.0,49450096.0,140936050.0,176070171
2872,16057310.0,15083957.0,25515732.0,6446103.5,12055490.0,23367586
2873,6760066.5,3535121.5,7621647.5,1169421.0,1188980.2,14723313
2874,4677076.0,4102573.0,16373387.0,283764.5,2851547.8,115860
2876,424525.5,587427.75,1767886.5,1038276.94,1535661.6,32000
2877,74492940.0,44587440.0,154401100.0,15175465.0,36236470.0,17380126
2878,42722580.0,22874160.0,60486950.0,14353653.0,31937796.0,51973029
2879,25882620.0,8498728.0,26598996.0,8069980.5,10151934.0,18999718
2881,158733020.0,154378430.0,197822080.0,78215784.0,75760776.0,205366737
2882,148087870.0,91774280.0,155812860.0,42931696.0,83420504.0,165478348
2884,41184290.0,41466944.0,63669812.0,65562732.0,21134288.0,68369434
2888,51648890.0,45848710.0,45788150.0,7761631.0,67509096.0,36642838
2889,6717875.0,8238750.0,9192734.0,1384151.1,6363772.0,21750000
2891,254586740.0,152537680.0,256662290.0,44376436.0,127583530.0,83080890
2892,124597640.0,103186570.0,121705540.0,32560072.0,78636870.0,28128670
2894,54559590.0,93840330.0,43751316.0,2531178.5,96244136.0,141000000
2896,99563624.0,75706024.0,111328310.0,52142216.0,58331170.0,71069884
2898,74082460.0,95586270.0,132424450.0,54694940.0,38950428.0,16991902
2899,65006628.0,121412930.0,117746824.0,18867412.0,175249280.0,178051587
2900,68684650.0,52863824.0,90086800.0,90777080.0,17640652.0,354248063
2901,140218.39,87811.266,144386.19,90959.31,61997.316,486937
2902,208415570.0,154019040.0,151435800.0,32650868.0,104242130.0,152368585
2904,12067361.0,8395863.0,15729533.0,12022378.0,3271414.8,18928871
2905,24848664.0,14862882.0,52027176.0,783914.7,37276450.0,16491080
2906,2645013.2,2080218.8,1745065.1,985184.06,2529245.8,589304
2907,59983852.0,47061396.0,83163300.0,8334212.5,72149690.0,227799884
2909,43564624.0,40178572.0,38006584.0,24662956.0,14071948.0,8009329
2910,48018804.0,43158050.0,35466732.0,96721870.0,29706224.0,48902953
2911,3282327.5,4920098.0,3252928.8,1057479.6,3512009.2,2279000
2912,140612770.0,83717780.0,107328984.0,87089910.0,28324692.0,78000586
2913,3554990.5,9889829.0,5668645.0,316981.0,4685571.5,2616503
2915,65101670.0,44487370.0,86629840.0,116873750.0,43040904.0,29918745
2916,176785890.0,228470080.0,181737870.0,71892400.0,212066200.0,351692268
2917,27487604.0,12978629.0,32451756.0,8741054.0,37649080.0,10589102
2920,999441.44,475472.44,2838237.2,3237652.2,1892435.8,13000000
2924,6620293.0,4668301.5,7804265.0,12861133.0,3230265.8,16209459
2926,41222330.0,57951130.0,16398891.0,16892844.0,45122572.0,142817992
